dept_id,store_id,date,month,year,sales_sum,week_number
FOODS_2,TX_2,2014-08-21T00:00:00.000Z,8,2014,259,34
FOODS_2,TX_1,2012-06-07T00:00:00.000Z,6,2012,394,23
FOODS_2,CA_2,2012-08-31T00:00:00.000Z,8,2012,130,35
FOODS_2,TX_3,2012-09-11T00:00:00.000Z,9,2012,442,37
FOODS_2,CA_2,2011-03-16T00:00:00.000Z,3,2011,113,11
FOODS_2,CA_1,2013-01-17T00:00:00.000Z,1,2013,350,3
FOODS_2,TX_2,2012-10-01T00:00:00.000Z,10,2012,468,40
FOODS_2,TX_1,2014-10-06T00:00:00.000Z,10,2014,394,41
FOODS_2,WI_3,2013-10-04T00:00:00.000Z,10,2013,382,40
FOODS_2,CA_3,2016-04-07T00:00:00.000Z,4,2016,757,14
FOODS_2,WI_1,2012-02-09T00:00:00.000Z,2,2012,14,6
FOODS_2,CA_3,2015-07-24T00:00:00.000Z,7,2015,505,30
FOODS_2,TX_3,2011-07-03T00:00:00.000Z,7,2011,429,26
FOODS_2,TX_3,2014-10-26T00:00:00.000Z,10,2014,270,43
FOODS_2,WI_1,2012-03-15T00:00:00.000Z,3,2012,63,11
FOODS_2,CA_2,2014-07-11T00:00:00.000Z,7,2014,115,28
FOODS_2,TX_2,2013-04-25T00:00:00.000Z,4,2013,282,17
FOODS_2,CA_2,2015-05-18T00:00:00.000Z,5,2015,69,21
FOODS_2,CA_1,2012-01-29T00:00:00.000Z,1,2012,354,4
FOODS_2,WI_2,2012-09-04T00:00:00.000Z,9,2012,496,36
FOODS_2,WI_2,2015-08-31T00:00:00.000Z,8,2015,566,36
FOODS_2,TX_3,2013-04-29T00:00:00.000Z,4,2013,280,18
FOODS_2,CA_4,2012-07-02T00:00:00.000Z,7,2012,257,27
FOODS_2,TX_3,2014-02-23T00:00:00.000Z,2,2014,423,8
FOODS_2,TX_2,2014-09-10T00:00:00.000Z,9,2014,333,37
FOODS_2,WI_1,2014-09-06T00:00:00.000Z,9,2014,456,36
FOODS_2,TX_1,2012-10-15T00:00:00.000Z,10,2012,344,42
FOODS_2,TX_2,2012-03-31T00:00:00.000Z,3,2012,273,13
FOODS_2,CA_2,2016-03-04T00:00:00.000Z,3,2016,400,9
FOODS_2,TX_2,2011-07-31T00:00:00.000Z,7,2011,453,30
FOODS_2,CA_4,2016-02-28T00:00:00.000Z,2,2016,366,8
FOODS_2,TX_1,2012-11-09T00:00:00.000Z,11,2012,358,45
FOODS_2,TX_1,2014-09-08T00:00:00.000Z,9,2014,291,37
FOODS_2,TX_2,2015-10-22T00:00:00.000Z,10,2015,269,43
FOODS_2,CA_2,2013-10-02T00:00:00.000Z,10,2013,115,40
FOODS_2,WI_3,2011-11-10T00:00:00.000Z,11,2011,450,45
FOODS_2,TX_1,2013-01-20T00:00:00.000Z,1,2013,313,3
FOODS_2,WI_2,2013-12-07T00:00:00.000Z,12,2013,452,49
FOODS_2,CA_2,2016-05-03T00:00:00.000Z,5,2016,362,18
FOODS_2,TX_3,2012-06-15T00:00:00.000Z,6,2012,299,24
FOODS_2,TX_3,2012-11-25T00:00:00.000Z,11,2012,208,47
FOODS_2,WI_2,2013-09-29T00:00:00.000Z,9,2013,450,39
FOODS_2,TX_1,2012-03-08T00:00:00.000Z,3,2012,466,10
FOODS_2,TX_3,2015-05-28T00:00:00.000Z,5,2015,582,22
FOODS_2,CA_4,2014-07-27T00:00:00.000Z,7,2014,253,30
FOODS_2,TX_2,2012-02-13T00:00:00.000Z,2,2012,630,7
FOODS_2,CA_1,2016-05-03T00:00:00.000Z,5,2016,349,18
FOODS_2,WI_1,2011-02-25T00:00:00.000Z,2,2011,35,8
FOODS_2,CA_2,2015-06-03T00:00:00.000Z,6,2015,109,23
FOODS_2,CA_2,2013-10-28T00:00:00.000Z,10,2013,85,44
FOODS_2,WI_3,2012-03-18T00:00:00.000Z,3,2012,496,11
FOODS_2,WI_1,2013-09-12T00:00:00.000Z,9,2013,190,37
FOODS_2,TX_1,2015-10-30T00:00:00.000Z,10,2015,354,44
FOODS_2,TX_3,2011-05-16T00:00:00.000Z,5,2011,691,20
FOODS_2,CA_4,2013-11-25T00:00:00.000Z,11,2013,260,48
FOODS_2,CA_3,2015-12-26T00:00:00.000Z,12,2015,619,52
FOODS_2,CA_3,2012-07-06T00:00:00.000Z,7,2012,607,27
FOODS_2,WI_3,2012-05-29T00:00:00.000Z,5,2012,223,22
FOODS_2,CA_3,2016-02-19T00:00:00.000Z,2,2016,645,7
FOODS_2,TX_1,2014-06-18T00:00:00.000Z,6,2014,261,25
FOODS_2,TX_2,2012-06-29T00:00:00.000Z,6,2012,343,26
FOODS_2,CA_3,2012-12-21T00:00:00.000Z,12,2012,521,51
FOODS_2,CA_4,2015-09-22T00:00:00.000Z,9,2015,379,39
FOODS_2,TX_3,2015-11-17T00:00:00.000Z,11,2015,458,47
FOODS_2,TX_3,2016-04-17T00:00:00.000Z,4,2016,478,15
FOODS_2,TX_2,2015-07-01T00:00:00.000Z,7,2015,394,27
FOODS_2,WI_1,2013-06-22T00:00:00.000Z,6,2013,240,25
FOODS_2,CA_1,2012-02-02T00:00:00.000Z,2,2012,399,5
FOODS_2,CA_3,2011-02-13T00:00:00.000Z,2,2011,766,6
FOODS_2,CA_2,2014-08-31T00:00:00.000Z,8,2014,114,35
FOODS_2,CA_1,2011-02-22T00:00:00.000Z,2,2011,552,8
FOODS_2,CA_2,2015-10-14T00:00:00.000Z,10,2015,348,42
FOODS_2,TX_1,2014-07-06T00:00:00.000Z,7,2014,275,28
FOODS_2,TX_2,2014-06-26T00:00:00.000Z,6,2014,316,26
FOODS_2,WI_1,2011-03-30T00:00:00.000Z,3,2011,136,13
FOODS_2,TX_3,2014-11-14T00:00:00.000Z,11,2014,448,46
FOODS_2,CA_4,2014-09-13T00:00:00.000Z,9,2014,312,37
FOODS_2,CA_4,2013-07-31T00:00:00.000Z,7,2013,216,31
FOODS_2,CA_3,2015-06-09T00:00:00.000Z,6,2015,688,24
FOODS_2,TX_2,2011-03-08T00:00:00.000Z,3,2011,364,10
FOODS_2,TX_1,2011-04-11T00:00:00.000Z,4,2011,398,15
FOODS_2,WI_2,2012-07-08T00:00:00.000Z,7,2012,218,27
FOODS_2,TX_1,2011-02-20T00:00:00.000Z,2,2011,296,7
FOODS_2,WI_1,2015-12-19T00:00:00.000Z,12,2015,689,51
FOODS_2,WI_1,2015-04-20T00:00:00.000Z,4,2015,370,17
FOODS_2,TX_2,2014-01-16T00:00:00.000Z,1,2014,375,3
FOODS_2,WI_1,2014-10-05T00:00:00.000Z,10,2014,647,41
FOODS_2,TX_2,2014-05-20T00:00:00.000Z,5,2014,365,21
FOODS_2,WI_3,2011-04-04T00:00:00.000Z,4,2011,355,14
FOODS_2,TX_3,2011-07-09T00:00:00.000Z,7,2011,263,27
FOODS_2,CA_4,2011-04-17T00:00:00.000Z,4,2011,319,15
FOODS_2,WI_1,2016-01-23T00:00:00.000Z,1,2016,554,3
FOODS_2,TX_2,2011-11-28T00:00:00.000Z,11,2011,360,48
FOODS_2,WI_2,2015-12-22T00:00:00.000Z,12,2015,777,52
FOODS_2,WI_2,2012-12-24T00:00:00.000Z,12,2012,101,51
FOODS_2,WI_3,2014-12-11T00:00:00.000Z,12,2014,315,50
FOODS_2,CA_4,2014-11-24T00:00:00.000Z,11,2014,217,48
FOODS_2,WI_2,2013-07-06T00:00:00.000Z,7,2013,824,27
FOODS_2,WI_3,2016-01-11T00:00:00.000Z,1,2016,648,2
FOODS_2,TX_2,2012-02-20T00:00:00.000Z,2,2012,344,7
FOODS_2,WI_1,2013-08-11T00:00:00.000Z,8,2013,275,32
FOODS_2,CA_2,2012-06-08T00:00:00.000Z,6,2012,100,23
FOODS_2,CA_4,2012-01-06T00:00:00.000Z,1,2012,320,1
FOODS_2,CA_1,2011-05-18T00:00:00.000Z,5,2011,441,20
FOODS_2,WI_3,2013-07-03T00:00:00.000Z,7,2013,522,27
FOODS_2,WI_2,2011-09-01T00:00:00.000Z,9,2011,166,35
FOODS_2,CA_4,2012-05-04T00:00:00.000Z,5,2012,294,18
FOODS_2,CA_3,2015-07-23T00:00:00.000Z,7,2015,645,30
FOODS_2,CA_1,2011-03-28T00:00:00.000Z,3,2011,219,13
FOODS_2,TX_2,2011-07-07T00:00:00.000Z,7,2011,573,27
FOODS_2,CA_2,2015-05-07T00:00:00.000Z,5,2015,146,19
FOODS_2,WI_2,2011-06-22T00:00:00.000Z,6,2011,390,25
FOODS_2,TX_1,2012-06-08T00:00:00.000Z,6,2012,305,23
FOODS_2,TX_3,2011-10-08T00:00:00.000Z,10,2011,553,40
FOODS_2,TX_3,2011-03-08T00:00:00.000Z,3,2011,353,10
FOODS_2,TX_3,2013-05-28T00:00:00.000Z,5,2013,183,22
FOODS_2,WI_1,2011-07-16T00:00:00.000Z,7,2011,33,28
FOODS_2,WI_1,2012-11-13T00:00:00.000Z,11,2012,0,46
FOODS_2,CA_1,2012-01-26T00:00:00.000Z,1,2012,324,4
FOODS_2,CA_1,2012-06-04T00:00:00.000Z,6,2012,430,23
FOODS_2,TX_3,2014-12-09T00:00:00.000Z,12,2014,289,50
FOODS_2,CA_4,2015-01-28T00:00:00.000Z,1,2015,189,5
FOODS_2,WI_3,2013-05-09T00:00:00.000Z,5,2013,298,19
FOODS_2,WI_1,2015-12-12T00:00:00.000Z,12,2015,452,50
FOODS_2,CA_4,2015-03-16T00:00:00.000Z,3,2015,380,12
FOODS_2,TX_2,2014-06-12T00:00:00.000Z,6,2014,485,24
FOODS_2,TX_3,2015-06-12T00:00:00.000Z,6,2015,562,24
FOODS_2,TX_2,2016-05-03T00:00:00.000Z,5,2016,844,18
FOODS_2,CA_4,2012-08-17T00:00:00.000Z,8,2012,349,33
FOODS_2,TX_3,2011-09-25T00:00:00.000Z,9,2011,343,38
FOODS_2,CA_1,2015-09-13T00:00:00.000Z,9,2015,463,37
FOODS_2,CA_1,2012-10-06T00:00:00.000Z,10,2012,752,40
FOODS_2,CA_1,2015-04-08T00:00:00.000Z,4,2015,596,15
FOODS_2,CA_2,2013-07-28T00:00:00.000Z,7,2013,143,30
FOODS_2,TX_3,2013-02-12T00:00:00.000Z,2,2013,608,7
FOODS_2,WI_3,2015-10-25T00:00:00.000Z,10,2015,303,43
FOODS_2,WI_1,2015-12-18T00:00:00.000Z,12,2015,607,51
FOODS_2,CA_2,2015-02-24T00:00:00.000Z,2,2015,73,9
FOODS_2,TX_2,2011-09-06T00:00:00.000Z,9,2011,272,36
FOODS_2,CA_2,2013-05-23T00:00:00.000Z,5,2013,138,21
FOODS_2,CA_2,2013-08-20T00:00:00.000Z,8,2013,129,34
FOODS_2,TX_3,2012-02-25T00:00:00.000Z,2,2012,298,8
FOODS_2,WI_1,2014-12-16T00:00:00.000Z,12,2014,722,51
FOODS_2,WI_1,2013-05-17T00:00:00.000Z,5,2013,233,20
FOODS_2,TX_3,2015-03-15T00:00:00.000Z,3,2015,438,11
FOODS_2,CA_2,2013-11-14T00:00:00.000Z,11,2013,118,46
FOODS_2,TX_1,2013-06-07T00:00:00.000Z,6,2013,368,23
FOODS_2,CA_3,2013-04-13T00:00:00.000Z,4,2013,703,15
FOODS_2,WI_1,2012-02-11T00:00:00.000Z,2,2012,48,6
FOODS_2,CA_1,2012-01-22T00:00:00.000Z,1,2012,345,3
FOODS_2,CA_3,2015-07-28T00:00:00.000Z,7,2015,611,31
FOODS_2,TX_3,2013-08-17T00:00:00.000Z,8,2013,242,34
FOODS_2,WI_2,2014-07-06T00:00:00.000Z,7,2014,840,27
FOODS_2,CA_4,2015-01-05T00:00:00.000Z,1,2015,251,2
FOODS_2,TX_3,2014-08-04T00:00:00.000Z,8,2014,379,32
FOODS_2,CA_3,2011-08-21T00:00:00.000Z,8,2011,754,33
FOODS_2,CA_1,2014-02-06T00:00:00.000Z,2,2014,455,6
FOODS_2,CA_1,2014-02-16T00:00:00.000Z,2,2014,318,7
FOODS_2,CA_2,2013-02-13T00:00:00.000Z,2,2013,110,7
FOODS_2,TX_3,2016-04-01T00:00:00.000Z,4,2016,631,13
FOODS_2,WI_2,2014-12-23T00:00:00.000Z,12,2014,518,52
FOODS_2,CA_1,2013-07-07T00:00:00.000Z,7,2013,431,27
FOODS_2,WI_3,2013-03-14T00:00:00.000Z,3,2013,341,11
FOODS_2,CA_3,2015-09-24T00:00:00.000Z,9,2015,612,39
FOODS_2,WI_1,2011-02-20T00:00:00.000Z,2,2011,346,7
FOODS_2,WI_3,2012-09-26T00:00:00.000Z,9,2012,346,39
FOODS_2,TX_2,2011-12-12T00:00:00.000Z,12,2011,483,50
FOODS_2,CA_1,2012-05-15T00:00:00.000Z,5,2012,472,20
FOODS_2,CA_3,2014-05-09T00:00:00.000Z,5,2014,599,19
FOODS_2,CA_1,2012-05-16T00:00:00.000Z,5,2012,361,20
FOODS_2,TX_3,2013-11-03T00:00:00.000Z,11,2013,374,44
FOODS_2,CA_1,2014-10-20T00:00:00.000Z,10,2014,458,43
FOODS_2,TX_3,2015-10-18T00:00:00.000Z,10,2015,272,42
FOODS_2,TX_3,2011-05-06T00:00:00.000Z,5,2011,541,18
FOODS_2,TX_2,2016-03-09T00:00:00.000Z,3,2016,393,10
FOODS_2,CA_1,2011-09-18T00:00:00.000Z,9,2011,624,37
FOODS_2,CA_3,2011-07-07T00:00:00.000Z,7,2011,583,27
FOODS_2,CA_2,2011-01-29T00:00:00.000Z,1,2011,180,3
FOODS_2,TX_2,2012-10-16T00:00:00.000Z,10,2012,427,42
FOODS_2,CA_2,2014-07-07T00:00:00.000Z,7,2014,38,28
FOODS_2,WI_2,2013-04-15T00:00:00.000Z,4,2013,630,15
FOODS_2,TX_3,2012-10-07T00:00:00.000Z,10,2012,470,40
FOODS_2,WI_2,2014-01-18T00:00:00.000Z,1,2014,503,3
FOODS_2,WI_3,2014-05-28T00:00:00.000Z,5,2014,256,22
FOODS_2,WI_3,2012-03-30T00:00:00.000Z,3,2012,246,13
FOODS_2,CA_3,2011-10-02T00:00:00.000Z,10,2011,647,39
FOODS_2,CA_2,2011-06-28T00:00:00.000Z,6,2011,262,26
FOODS_2,WI_1,2011-02-15T00:00:00.000Z,2,2011,123,7
FOODS_2,TX_2,2011-09-27T00:00:00.000Z,9,2011,372,39
FOODS_2,CA_1,2012-04-22T00:00:00.000Z,4,2012,357,16
FOODS_2,TX_3,2011-11-23T00:00:00.000Z,11,2011,514,47
FOODS_2,CA_2,2011-03-15T00:00:00.000Z,3,2011,135,11
FOODS_2,WI_3,2015-08-14T00:00:00.000Z,8,2015,561,33
FOODS_2,CA_4,2012-01-30T00:00:00.000Z,1,2012,196,5
FOODS_2,WI_1,2012-03-21T00:00:00.000Z,3,2012,49,12
FOODS_2,WI_3,2012-06-10T00:00:00.000Z,6,2012,485,23
FOODS_2,WI_3,2013-07-16T00:00:00.000Z,7,2013,387,29
FOODS_2,CA_1,2013-08-19T00:00:00.000Z,8,2013,362,34
FOODS_2,WI_1,2014-04-30T00:00:00.000Z,4,2014,240,18
FOODS_2,CA_1,2012-07-30T00:00:00.000Z,7,2012,504,31
FOODS_2,WI_3,2015-02-24T00:00:00.000Z,2,2015,311,9
FOODS_2,WI_3,2015-09-26T00:00:00.000Z,9,2015,299,39
FOODS_2,WI_3,2013-11-15T00:00:00.000Z,11,2013,395,46
FOODS_2,CA_2,2014-08-26T00:00:00.000Z,8,2014,114,35
FOODS_2,CA_3,2015-06-25T00:00:00.000Z,6,2015,564,26
FOODS_2,CA_4,2011-12-15T00:00:00.000Z,12,2011,430,50
FOODS_2,TX_1,2012-08-11T00:00:00.000Z,8,2012,487,32
FOODS_2,WI_1,2014-11-12T00:00:00.000Z,11,2014,864,46
FOODS_2,WI_2,2011-01-29T00:00:00.000Z,1,2011,157,4
FOODS_2,TX_2,2014-11-10T00:00:00.000Z,11,2014,472,46
FOODS_2,TX_1,2016-03-14T00:00:00.000Z,3,2016,418,11
FOODS_2,WI_2,2011-08-28T00:00:00.000Z,8,2011,121,34
FOODS_2,CA_4,2013-07-16T00:00:00.000Z,7,2013,272,29
FOODS_2,WI_3,2012-06-02T00:00:00.000Z,6,2012,441,22
FOODS_2,CA_1,2014-12-30T00:00:00.000Z,12,2014,373,1
FOODS_2,CA_1,2014-05-09T00:00:00.000Z,5,2014,516,19
FOODS_2,TX_1,2012-03-06T00:00:00.000Z,3,2012,417,10
FOODS_2,TX_2,2012-08-08T00:00:00.000Z,8,2012,461,32
FOODS_2,TX_2,2013-12-06T00:00:00.000Z,12,2013,380,49
FOODS_2,CA_4,2011-06-23T00:00:00.000Z,6,2011,238,25
FOODS_2,WI_2,2012-10-29T00:00:00.000Z,10,2012,301,44
FOODS_2,TX_3,2014-07-12T00:00:00.000Z,7,2014,369,28
FOODS_2,WI_1,2014-12-27T00:00:00.000Z,12,2014,382,52
FOODS_2,WI_2,2011-04-24T00:00:00.000Z,4,2011,139,17
FOODS_2,TX_3,2013-04-16T00:00:00.000Z,4,2013,296,16
FOODS_2,CA_2,2013-07-25T00:00:00.000Z,7,2013,134,30
FOODS_2,WI_2,2011-11-26T00:00:00.000Z,11,2011,132,47
FOODS_2,WI_2,2016-04-22T00:00:00.000Z,4,2016,752,16
FOODS_2,WI_2,2012-01-23T00:00:00.000Z,1,2012,173,4
FOODS_2,CA_1,2012-10-22T00:00:00.000Z,10,2012,1565,43
FOODS_2,WI_3,2012-04-07T00:00:00.000Z,4,2012,457,14
FOODS_2,CA_2,2015-04-26T00:00:00.000Z,4,2015,79,18
FOODS_2,CA_4,2015-04-02T00:00:00.000Z,4,2015,296,14
FOODS_2,CA_2,2012-01-22T00:00:00.000Z,1,2012,114,4
FOODS_2,CA_1,2013-10-02T00:00:00.000Z,10,2013,479,40
FOODS_2,CA_3,2014-06-07T00:00:00.000Z,6,2014,533,23
FOODS_2,TX_2,2016-03-11T00:00:00.000Z,3,2016,573,10
FOODS_2,TX_3,2012-03-15T00:00:00.000Z,3,2012,498,11
FOODS_2,TX_3,2012-04-28T00:00:00.000Z,4,2012,294,17
FOODS_2,WI_3,2011-05-09T00:00:00.000Z,5,2011,462,19
FOODS_2,CA_1,2012-03-19T00:00:00.000Z,3,2012,429,12
FOODS_2,CA_1,2014-07-24T00:00:00.000Z,7,2014,358,30
FOODS_2,CA_3,2015-05-20T00:00:00.000Z,5,2015,705,21
FOODS_2,TX_3,2013-01-25T00:00:00.000Z,1,2013,271,4
FOODS_2,TX_2,2012-05-02T00:00:00.000Z,5,2012,482,18
FOODS_2,WI_2,2015-12-12T00:00:00.000Z,12,2015,717,50
FOODS_2,CA_2,2014-02-07T00:00:00.000Z,2,2014,121,6
FOODS_2,WI_2,2013-08-26T00:00:00.000Z,8,2013,203,35
FOODS_2,WI_2,2016-04-05T00:00:00.000Z,4,2016,1185,14
FOODS_2,TX_3,2013-02-15T00:00:00.000Z,2,2013,408,7
FOODS_2,WI_2,2011-02-07T00:00:00.000Z,2,2011,157,6
FOODS_2,TX_1,2012-03-03T00:00:00.000Z,3,2012,363,9
FOODS_2,CA_3,2011-12-12T00:00:00.000Z,12,2011,728,50
FOODS_2,CA_2,2014-09-25T00:00:00.000Z,9,2014,151,39
FOODS_2,CA_3,2015-02-26T00:00:00.000Z,2,2015,411,9
FOODS_2,TX_1,2012-01-11T00:00:00.000Z,1,2012,324,2
FOODS_2,TX_1,2011-08-02T00:00:00.000Z,8,2011,322,31
FOODS_2,WI_1,2014-08-21T00:00:00.000Z,8,2014,969,34
FOODS_2,TX_3,2013-06-14T00:00:00.000Z,6,2013,412,24
FOODS_2,WI_2,2014-11-22T00:00:00.000Z,11,2014,457,47
FOODS_2,CA_1,2012-09-11T00:00:00.000Z,9,2012,467,37
FOODS_2,WI_3,2012-06-05T00:00:00.000Z,6,2012,513,23
FOODS_2,WI_1,2011-10-20T00:00:00.000Z,10,2011,65,42
FOODS_2,CA_3,2012-06-16T00:00:00.000Z,6,2012,664,24
FOODS_2,CA_3,2015-07-17T00:00:00.000Z,7,2015,496,29
FOODS_2,CA_3,2016-04-04T00:00:00.000Z,4,2016,772,14
FOODS_2,TX_1,2012-01-26T00:00:00.000Z,1,2012,265,4
FOODS_2,CA_4,2014-10-20T00:00:00.000Z,10,2014,257,43
FOODS_2,TX_1,2013-04-24T00:00:00.000Z,4,2013,235,17
FOODS_2,WI_2,2011-11-13T00:00:00.000Z,11,2011,164,45
FOODS_2,TX_1,2012-08-28T00:00:00.000Z,8,2012,269,35
FOODS_2,WI_1,2015-07-08T00:00:00.000Z,7,2015,423,28
FOODS_2,TX_3,2011-07-17T00:00:00.000Z,7,2011,298,29
FOODS_2,CA_2,2012-12-23T00:00:00.000Z,12,2012,112,51
FOODS_2,CA_4,2013-09-09T00:00:00.000Z,9,2013,257,37
FOODS_2,CA_1,2014-03-15T00:00:00.000Z,3,2014,758,11
FOODS_2,WI_2,2012-12-01T00:00:00.000Z,12,2012,811,48
FOODS_2,WI_3,2011-09-13T00:00:00.000Z,9,2011,340,37
FOODS_2,TX_2,2011-08-13T00:00:00.000Z,8,2011,528,32
FOODS_2,CA_1,2012-10-26T00:00:00.000Z,10,2012,361,43
FOODS_2,CA_4,2013-10-24T00:00:00.000Z,10,2013,276,43
FOODS_2,WI_3,2011-09-23T00:00:00.000Z,9,2011,405,38
FOODS_2,WI_1,2011-04-25T00:00:00.000Z,4,2011,45,17
FOODS_2,CA_4,2014-12-28T00:00:00.000Z,12,2014,276,1
FOODS_2,WI_3,2011-07-08T00:00:00.000Z,7,2011,453,27
FOODS_2,CA_3,2011-04-29T00:00:00.000Z,4,2011,602,17
FOODS_2,CA_3,2011-09-09T00:00:00.000Z,9,2011,799,36
FOODS_2,CA_2,2012-03-13T00:00:00.000Z,3,2012,422,11
FOODS_2,TX_2,2015-08-15T00:00:00.000Z,8,2015,519,33
FOODS_2,WI_2,2012-08-05T00:00:00.000Z,8,2012,351,31
FOODS_2,CA_1,2016-05-11T00:00:00.000Z,5,2016,437,19
FOODS_2,WI_1,2015-09-22T00:00:00.000Z,9,2015,334,39
FOODS_2,CA_1,2013-05-31T00:00:00.000Z,5,2013,356,22
FOODS_2,TX_2,2015-02-03T00:00:00.000Z,2,2015,384,6
FOODS_2,WI_2,2014-10-25T00:00:00.000Z,10,2014,380,43
FOODS_2,CA_1,2014-01-13T00:00:00.000Z,1,2014,371,3
FOODS_2,TX_3,2011-11-17T00:00:00.000Z,11,2011,342,46
FOODS_2,WI_2,2011-05-10T00:00:00.000Z,5,2011,242,19
FOODS_2,WI_1,2012-02-20T00:00:00.000Z,2,2012,18,7
FOODS_2,CA_4,2012-10-10T00:00:00.000Z,10,2012,229,41
FOODS_2,TX_3,2012-09-01T00:00:00.000Z,9,2012,460,35
FOODS_2,CA_4,2013-11-10T00:00:00.000Z,11,2013,207,45
FOODS_2,TX_2,2011-12-16T00:00:00.000Z,12,2011,389,50
FOODS_2,TX_2,2014-10-14T00:00:00.000Z,10,2014,371,42
FOODS_2,WI_1,2015-05-24T00:00:00.000Z,5,2015,566,21
FOODS_2,TX_2,2016-03-21T00:00:00.000Z,3,2016,611,11
FOODS_2,TX_2,2013-12-10T00:00:00.000Z,12,2013,389,50
FOODS_2,TX_2,2012-03-18T00:00:00.000Z,3,2012,328,11
FOODS_2,WI_2,2012-08-26T00:00:00.000Z,8,2012,273,34
FOODS_2,CA_2,2012-08-23T00:00:00.000Z,8,2012,122,34
FOODS_2,TX_1,2015-03-13T00:00:00.000Z,3,2015,266,11
FOODS_2,CA_1,2014-03-09T00:00:00.000Z,3,2014,964,10
FOODS_2,TX_1,2013-08-02T00:00:00.000Z,8,2013,367,31
FOODS_2,CA_3,2011-11-05T00:00:00.000Z,11,2011,549,44
FOODS_2,CA_3,2015-09-23T00:00:00.000Z,9,2015,624,39
FOODS_2,TX_1,2013-10-13T00:00:00.000Z,10,2013,443,41
FOODS_2,CA_1,2013-01-31T00:00:00.000Z,1,2013,393,5
FOODS_2,WI_3,2014-11-27T00:00:00.000Z,11,2014,256,48
FOODS_2,CA_1,2014-04-06T00:00:00.000Z,4,2014,419,14
FOODS_2,WI_3,2013-10-28T00:00:00.000Z,10,2013,291,44
FOODS_2,CA_4,2012-09-19T00:00:00.000Z,9,2012,287,38
FOODS_2,CA_1,2011-10-18T00:00:00.000Z,10,2011,481,42
FOODS_2,WI_1,2012-08-15T00:00:00.000Z,8,2012,39,33
FOODS_2,WI_3,2011-04-29T00:00:00.000Z,4,2011,184,17
FOODS_2,TX_2,2012-02-24T00:00:00.000Z,2,2012,482,8
FOODS_2,CA_3,2014-09-13T00:00:00.000Z,9,2014,589,37
FOODS_2,CA_4,2014-05-04T00:00:00.000Z,5,2014,212,18
FOODS_2,CA_2,2011-09-19T00:00:00.000Z,9,2011,189,38
FOODS_2,TX_3,2014-06-02T00:00:00.000Z,6,2014,404,23
FOODS_2,TX_1,2013-01-12T00:00:00.000Z,1,2013,310,2
FOODS_2,CA_3,2014-10-16T00:00:00.000Z,10,2014,751,42
FOODS_2,WI_3,2011-06-05T00:00:00.000Z,6,2011,915,22
FOODS_2,CA_1,2015-06-03T00:00:00.000Z,6,2015,529,23
FOODS_2,TX_2,2013-05-07T00:00:00.000Z,5,2013,360,19
FOODS_2,WI_3,2012-08-30T00:00:00.000Z,8,2012,335,35
FOODS_2,CA_2,2016-01-13T00:00:00.000Z,1,2016,781,2
FOODS_2,WI_1,2013-07-09T00:00:00.000Z,7,2013,460,28
FOODS_2,TX_1,2012-10-29T00:00:00.000Z,10,2012,286,44
FOODS_2,WI_3,2012-03-28T00:00:00.000Z,3,2012,354,13
FOODS_2,TX_2,2013-09-28T00:00:00.000Z,9,2013,268,39
FOODS_2,CA_4,2014-05-15T00:00:00.000Z,5,2014,217,20
FOODS_2,WI_1,2015-01-13T00:00:00.000Z,1,2015,395,3
FOODS_2,TX_3,2011-09-26T00:00:00.000Z,9,2011,237,39
FOODS_2,TX_2,2012-12-15T00:00:00.000Z,12,2012,525,50
FOODS_2,CA_2,2014-11-24T00:00:00.000Z,11,2014,153,48
FOODS_2,WI_2,2012-02-24T00:00:00.000Z,2,2012,114,8
FOODS_2,TX_3,2015-10-03T00:00:00.000Z,10,2015,496,40
FOODS_2,WI_2,2011-09-20T00:00:00.000Z,9,2011,134,38
FOODS_2,CA_1,2015-06-07T00:00:00.000Z,6,2015,538,23
FOODS_2,CA_3,2016-02-27T00:00:00.000Z,2,2016,523,8
FOODS_2,WI_1,2015-02-18T00:00:00.000Z,2,2015,546,8
FOODS_2,CA_3,2016-01-04T00:00:00.000Z,1,2016,628,1
FOODS_2,WI_2,2012-07-26T00:00:00.000Z,7,2012,451,30
FOODS_2,TX_3,2014-09-25T00:00:00.000Z,9,2014,434,39
FOODS_2,CA_1,2012-02-27T00:00:00.000Z,2,2012,344,8
FOODS_2,CA_1,2014-08-27T00:00:00.000Z,8,2014,320,35
FOODS_2,TX_1,2015-01-02T00:00:00.000Z,1,2015,378,1
FOODS_2,WI_1,2015-12-13T00:00:00.000Z,12,2015,806,50
FOODS_2,CA_3,2012-07-07T00:00:00.000Z,7,2012,592,27
FOODS_2,TX_1,2011-10-17T00:00:00.000Z,10,2011,352,42
FOODS_2,TX_2,2016-01-20T00:00:00.000Z,1,2016,749,3
FOODS_2,CA_1,2012-04-19T00:00:00.000Z,4,2012,313,16
FOODS_2,TX_1,2012-09-29T00:00:00.000Z,9,2012,297,39
FOODS_2,WI_2,2015-07-22T00:00:00.000Z,7,2015,439,30
FOODS_2,TX_2,2013-04-30T00:00:00.000Z,4,2013,264,18
FOODS_2,CA_4,2013-06-04T00:00:00.000Z,6,2013,267,23
FOODS_2,CA_3,2014-12-13T00:00:00.000Z,12,2014,522,50
